,Sentence,Emotion
15795,퇴근하고 지금 막 집에 들어왔는데 회사에서 또 전화 왔어,혐오
15796,요새 가뜩이나 일도 많아서 매일 매일 야근 하는데 나한테 또 새로운 업무를 주겠대 아 정말 힘들어서 다니기 싫어,분노
15797,유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 정말 화가 나,분노
15798,경기도에 있는 유기견보호센터 왔는데 버렸다 애들이 너무 많았어,슬픔
15799,작년보다 세배는 늘 어때,중립
15800,정부 보조금이랑 사람들의 기부금으로 운영이 되고 있대,중립
15801,맞아 버려진 아이들 보니까 다 큰 성인견 들리더라고,중립
15802,업무량이 너무 많아서 나도 직장을 옮기고 싶은데 요새 경기가 좋지 않아서 직장을 구하기가 힘들어,슬픔
15803,나 어떻게 살지 이번 달 완전 망했어,슬픔
15804,월급날이 2주 남았는데 벌써 생활비가 다 떨어졌어,슬픔
15805,통장에 교통비 조금 남아 있어,중립
15806,냉장고에 있는 반찬 조금이라 쌀은 조금 있어 그걸로 3일밖에 버틸 수 없어,슬픔
15807,"부모님도 요즘 힘들어 하셔\
 나까지 보태 달라고 할 수 없어",슬픔
15808,나 요즘 허리가 아픈 것 같아,슬픔
15809,응 하루종일 앉아서 하는 일이니까 허리에 무리가 오는 건 당연한 것 같아,중립
15810,나 결국 헤어졌어,슬픔
15811,어제 저녁에 정말 무서웠어,공포
15812,어 남자 친구가 갑자기 헤어지자고 하더라고,중립
15813,옆에 있는 친구가가 봤는데 그 친구 허리디스크라고 그랬대 그리고 주사를 맞았는데 그 고통은 너무 말로 표현할 수가 엎드려,중립
15814,어제 저녁 친구랑 식당에서 밥을 먹는데 갑자기 지진이 일어났어 너무나 놀랐지만 다친 데는 없어,공포
15815,나도 빨리 치료하는게 좋다고 듣기는 했어 시간을 내 봐야 되겠지,중립
15816,지진 때문에 놀란 마음이 아직도 진정이 되질 않아,중립
15817,스트레칭은 쉬는시간마다 하고 있어,중립
15818,아니 그런 것도 전혀 없었어 아마 여자가 생긴 것 같아,중립
15819,헤어진지 한 달밖에 안 됐어 아직 좀 힘드네,슬픔
15820,그 친구가 청소를 너무 안 해서,혐오
15821,지금은 아픈 곳이 없지만 아픈 곳이 조금이라도 생기면 병원에가 봐야겠어,중립
15822,내가 청소할 때마다 화내는데 도저히 안 되네,중립
15823,어 고등학교 동창이 야 근데 같이 살아 보니 진짜 더럽다,혐오
15824,그것도 심각하게 고려 중이야,중립
15825,지금 밖이야 그냥 힘이 없어서 돌아다니고 있어,중립
15826,어 빨리 정신 차리고 준비하긴 해야 돼,중립
15827,아직 이야기를 못 했어,중립
15828,우리 아빠 어제 또 다쳤어,슬픔
15829,술을 드시고 계단을 오르다가 넘어졌어 그래서 허리를 다쳐서 병원에 입원 중 이셔,중립
15830,일주일에 다섯 번은 기본이고 어떤 때는 일주일에 7번도 드실 때도 있어 너무 술을 자주 드셔,분노
15831,아빠가 술을 드시고 여기저기 다쳐 오시니까 가족들이 걱정이 돼서 술 좀 적당히 드시라고 말씀드렸어 하지만 아빠는 우리 말을 듣지 않으시고 술을 계속 많이 드셔서 가족들도 포기한 상태야,중립
15832,누가 화장실에 토를 하고 안 치웠어,혐오
15833,화장실 바닥이랑 세면대에 토를 해 놓고 안 치워서 아직도 그대로 있을 거야,중립
15834,나 망했어 어떻게 살지,슬픔
15835,생활비가 들어오려면 2주 정도 남았는데 벌써 생활비가 다 떨어져가,슬픔
15836,냉장고 안에 반찬이 조금 남아 있긴 한데 그걸로 2주를 버티 생각을 하니까 답답해,중립
15837,가족들도 경제적으로 너무 힘들게 때문에 도와 달라고 말하기 힘들어,슬픔
15838,유기견 다큐멘터리를 봤는데 책임감 없는 사람들 때문에 너무나 화가 나,분노
15839,최근에 사람들이 반려견을 많이 키우면서 점점 버리는 경우도 많아진 돼,중립
15840,버려지는 강아지들이 너무 많아서 유기견 보호 시설은 너무나 부족하고 환경도 열악하다,중립
15841,나는 잘하는게 없나 봐,슬픔
15842,응 엄청 혼났어 정말 힘들어 죽겠어,슬픔
15843,그럴까 하는 중이야 정말 너무 피곤하다,슬픔
15844,어 그렇게 이야기해 주니까 훨씬 기분이 좋아졌어,중립
15845,나 요즘 허리가 아픈 거 같아,슬픔
15846,허리 디스크 수술을 한 친구가 허리 통증에 대해서 말해 줘서 나도 너무 걱정스러운데 갈 시간이 없어,슬픔
15847,비가 어제 세상을 떠났어,슬픔
15848,건강했었는데 요근래 왔다갔다 했었거든,중립
15849,엄마가 너무 힘들어 해서 진짜 걱정이야,슬픔
15850,바쁜 일이 끝날 때까지는 시간 날 때마다 스트레칭을 해서 허리를 보호하고 바쁜 일 끝나면 병원에가 볼게,중립
15851,약속이 있어서 친구를 기다리고 있는데 아직도 안 왔어,중립
15852,엄청 전화 했는데 한 통화도 안 받아,중립
15853,내일 약속이 있는데 그대로 가도 될까,중립
15854,어 맨날 그러는 친구랑 이해하려고 하는데 이번엔 진짜 화나,분노
15855,많이 해봤지 그런데 오늘처럼 일해,중립
15856,어 술 먹고 또 다친 거야 자주 그러셔,중립
15857,요새 변종바이러스 때문에 여기저기 감염병이 확산되어 있는데 약속 장소가 감염병 강남 지역이야 그래서 걱정이야,공포
15858,엄청 자주 하는데 그래 봤자야,중립
15859,진짜 그만둘까 봐,슬픔
15860,진지하게 고민하고 있어,중립
15861,약속 장소를 옮기는 것도 좋은 방법 같은데 친구가 어떻게 생각할지 모르겠어,중립
15862,아니 한 명도 없어 다들 자기 일 하기 바쁘지,중립
15863,식당에서 밥을 먹는데 지진이 난 거야,공포
15864,감염병에 전염되면 서로 힘드니까 친구한테 지금 전화해서 내일 약속을 어떻게 할지 상의 봐야겠어,중립
15865,어 지금은 괜찮은데 정말 그때 생각하면 끔찍해,혐오
15866,어 친구가 조금 다친 거 말고는 괜찮은 편이야,중립
15867,컨디션이 괜찮은 날이 잘 없고 계획된 프로젝트가 잘 풀리지 않는 거 같아,슬픔
15868,계획한 프로젝트의 진도가 잘 나가지 않으니까 일할 마음이 안 나 아 나 정말 무기력증인가 봐 아무것도 하기 싫어,슬픔
15869,나만의 시간을 가져 보면 우울한 마음이 좀 줄어들까,중립
15870,진짜 끔찍하지,슬픔
15871,오 진짜 많이 놀랬어,중립
15872,기분이 우울해서 매일 집에만 있었는데 산책을 통해서 기분 전환 좀 해야겠어,중립
15873,안 그래도 일이 너무 많아서 그런 것 같긴 해,중립
15874,아니 아직 시간이 없어서 못가 봤어,중립
15875,어 진짜 고마워,기쁨
15876,나 어떻게 살지 망했어,슬픔
15877,통장에 2만 원은 있는데 그거 갖고 어떻게 살지,슬픔
15878,반찬 조금 있긴 해,중립
15879,괜히 매일 우울한 기분이야,슬픔
15880,하는 일마다 다 잘 안되고 그래서 그런지 기분도 이상해,중립
15881,그래 볼까 그럼 좀 나아지려나,중립
15882,어 그래 그렇게 해 봐야겠다,중립
15883,유기견 다큐멘터리를 봤는데 책임감 없는 사람들이 너무 많더라,중립
15884,어 마구 버리는 거야 강아지를,분노
15885,사설로 운영되는 곳이 굉장히 많고 그래서 경란이 많대,중립
15886,친구들과 소개팅으로 만났어,중립
15887,"성격은 안 맞았지만 그래도 서로 좋아하는 마음이 커서\
 괜찮았던 거 같았는데",중립
15888,응 두 달이 넘었어 지금 너무 힘들다,슬픔
15889,나 면접도 떨어졌어,슬픔
15890,너무 실망스러워서 여기저기 돌아다니고 있어,슬픔
15891,지금 몇 번째 떨어지고 나니까 갈 만한 데가 없어,슬픔
15892,"밥맛이 없어\
 힘드니까",슬픔
15893,권태기 와서 헤어졌어,슬픔
15894,룸메가 너무 자주 싸우게 돼,혐오
15895,청소 문제야,중립
15896,고등학교 동창 이었어,중립
15897,그럴 수도 있겠다,중립
15898,집에 못 들어가고 밖에 있어,슬픔
15899,이번 시즌 마지막 준비했는데 실패했어,슬픔
15900,스트레스 받아서 그런지 밥맛도 없어,슬픔
15901,난 잘하는게 없나 봐,슬픔
15902,지금 몸도 아프고 다시 해야 돼서 시간이 없어,슬픔
15903,상사가 지적한 내용들이 다 내 잘못이 맞더라,슬픔
15904,해피가 어제 세상을 떠났을,슬픔
15905,가족들도 너무 슬퍼해,슬픔
15906,그렇겠지 시간이 해결해 주겠지,중립
15907,약속 있어서 친구 기다리고 있는데 아직 안 왔어,혐오
15908,1시간 정도,중립
15909,응 너무 빈번해,혐오
15910,우리 아빠 어제 또 다쳤어,중립
15911,응 근데 너무 걱정돼,슬픔
15912,일주일에 5일은 기본이야,중립
15913,퇴근한지 얼마나 됐다고 회사에서 연락이 또 왔어,혐오
15914,그만두고 싶을 정도로 짜증 나,혐오
15915,그 생각도 많이 했어,중립
15916,없어도 너한테 하고 있잖아,분노
15917,다행히 다치지 않았어,중립
15918,응 근데 너무 아직도 떨려,공포
15919,친구가 발목을 다쳤어,중립
15920,누가 화장실에 털 안 치웠어,혐오
15921,응 보자마자 지금 온 거야,중립
15922,너무 짜증 나,혐오
15923,범인을 잡아야겠어,중립
15924,나 요즘 허리가 아픈 것 같아,슬픔
15925,응 일하면서 너무 오래 앉아 있어서 그런가 봐,중립
15926,요즘 일이 바빠서 못 가고 있어,중립
15927,엄청 아프다던데,공포
15928,스트레칭 좀 알려 줘,중립
15929,나 어떻게 살지 망했어,슬픔
15930,생활비가 다 떨어졌어,슬픔
15931,2만 원으로 2주 동안 살아야 돼,슬픔
15932,가족들도 다 힘들어,슬픔
15933,왠지 우울한 기분이야,슬픔
15934,이렇게 무기력해,슬픔
15935,그렇게도 하는데 옛날보다 힘이 없네,중립
15936,그것도 좋겠다,중립
15937,참고할게,중립
15938,전염병 확진자 나온 강남,공포
15939,그래 그렇게라도 하고 싶다,중립
15940,뭐라고 하는게 좋을까,중립
15941,유기견 다큐멘터리 봤는데 책임감 없는 사람들 너무 많다,분노
15942,음 애완견에 대한 관심이 높아진만큼 점점 늘어나고 있어,중립
15943,시설이 너무 부족해서 운영이 잘 안 되고 있어,중립
15944,나 결국 헤어졌어,슬픔
15945,처음에는 권태기 라더니 그냥 딴 사람이 생긴 것 같아,슬픔
15946,먼저 만나 보자고 한 사람도 남자 친구였는데,슬픔
15947,3년 동안 크게 싸운 적도 없어,중립
15948,나도 몰랐는데 벌써 두 달 정도 됐나 봐,슬픔
15949,같이 자취하는 친구랑 너무 자주 싸우게 돼,분노
15950,친구가 집을 너무 더럽게 쓰는 것 때문에,분노
15951,화내 봐 썼는데 딱 며칠만 치우는 척 하더니 다시 더럽게 쓰는 건 마찬가지야,분노
15952,고등학교 같이 나왔어,중립
15953,보증금만 해결되면 따로 살고 싶긴 한데,중립
15954,나 면접도 떨어졌어,슬픔
15955,그냥 집 앞 벤치에 앉아 있어,슬픔
15956,아니야 이번 회사가 마지막 희망이었는데,슬픔
15957,잘 될 것 같지가 않다 부모님께는 말씀 못 드렸어,슬픔
15958,밥 생각이 하나도 안 든다,슬픔
15959,넌 제대로 하는게 없나 봐,슬픔
15960,밤새서 작성한 기획 원이었는데 다시 처음부터 해야 된대,슬픔
15961,그럴 시간 없어 오늘도 밤새야 될 것 같은데,슬픔
15962,자료가 다 회사에 있어서 여기서 하고 가야 돼,슬픔
15963,팀장님이 틀린 얘기한 것도 아니고 내 잘못은 맞아,슬픔
15964,우리 집 강아지 결국 무지개다리를 건넜어,슬픔
15965,그저께 갑자기 의식이 없어서 응급실도 데려갔는데 소용이 없었어,슬픔
15966,다들 슬퍼서 별다른 말도 없어,슬픔
15967,장례 치르고 조금 전에 들어온 거야,슬픔
15968,그럴 거라고 계속 생각은 하는데 마음이 너무 슬퍼,슬픔
15969,약속 있어서 친구 기다리는데 얘가 1시간이 넘도록 안 온다,분노
15970,1시간이 넘었다니까 미친 거 아냐,분노
15971,연락도 잘 안 돼 어쩌라는 건지 모르겠어,분노
15972,매번 약속 정할 때마다 매번 이래,분노
15973,당연히 봤지 고딩때부터 얘기했는데 뭐 들어 먹지는 않아,분노
15974,우리 아빠 어제 또 다쳐서 들어왔어,혐오
15975,이젠 놀랍지도 않아 병원에 입원해 있어,혐오
15976,그럼 그런데 허리 계속 치료 받아야 된대,중립
15977,진짜 뻥 안 치고 일주일에 다섯 번 먹는 거 같아,혐오
15978,당연히 봤지 근데 씨알도 안 먹혀,혐오
15979,퇴근해서 조금 전에 왔는데 회사에서 또 연락이 왔어,혐오
15980,진심 때려 쳐야 되나 봐,혐오
15981,아니 근데 지금 그만두면 지금까지 개고생 한 건 뭐가 돼,슬픔
15982,가뜩이나 나한테만 일 시키는게 수상한데 다른 얘기도 울까봐 회사에선 얘기 못 하지,혐오
15983,대체 나한테만 왜 그러는지 모르겠다,슬픔
15984,어제 저녁에 나 진짜 무서웠어,공포
15985,식당에서 밥 먹는데 지진이 난 거야,공포
15986,지금은 괜찮은데 어제 막 식당에서 사람들이 넘어지고 그랬어,중립
15987,밥 먹던 친구가 발목 다쳤어 진짜 그래도 어떻게 해야 돼,중립
15988,그러려고 실제로 겪어 보니까 너무 무섭더라,공포
15989,기국서 화장실을 누가 토를 해 놨어,혐오
15990,그래 여기다 기절하는 줄 알았어,혐오
15991,아 진짜 아침부터 못 볼 거 봤어 더러워 죽겠네 진짜,혐오
15992,아 나도 토할 거 같아 물도 못 마시겠어,혐오
15993,안 그래도 지금 얘기하러 가려고,혐오
15994,요즘에 허리가 좀 심하게 아픈 것 같아,슬픔
15995,그런가 봐 앉았을 때 이렇게 숙여지는 부분이 너무 아파,슬픔
15996,아니 요새 일이 많아서 계속 책상에만 붙어 있었지,중립
15997,그건 나도 아는데 일이 너무 많아 가지고 언제쯤 시간이 날지 모르겠어 사실,슬픔
15998,디스크인 친구는 진짜 아파서 고생 하던데 스트레칭하면 좀 나아지겠지,중립
15999,나 2주일 동안 어떻게 살지 망했다 진짜,슬픔
16000,청정 생활비 쓸 돈이 하나도 없어 어떡해,슬픔
16001,진짜 하나도 없어 지난달에 저금통까지 털어서 썼어,슬픔
